104000195,,3,10,15,19,31
104000196,,6,15,28,30,31
104000197,,4,13,17,30,34
104000198,,1,4,35,36,39
104000199,,3,12,15,24,25
104000200,,17,19,25,28,38
104000201,,5,11,22,25,28
104000202,,8,22,25,28,33
104000203,,4,6,7,30,35
104000204,,10,17,22,24,30
104000205,,10,20,22,30,33
104000206,,4,6,18,20,29
104000207,,6,26,27,29,36
104000208,,2,11,33,34,36
104000209,,17,23,28,29,31
104000210,,2,12,27,28,31
104000211,,2,4,6,14,18
104000212,,7,12,13,24,32
104000213,,15,16,19,23,36
104000214,,20,21,23,25,36
104000215,,8,13,18,34,39
104000216,,8,13,21,24,38
104000217,,6,13,18,34,39
104000218,,3,13,27,34,39
104000219,,1,10,28,30,34
104000220,,1,5,7,14,24
104000221,,2,8,22,25,36
104000222,,2,3,25,26,39
104000223,,9,18,25,27,38
104000224,,1,2,23,27,30
104000225,,6,18,22,33,37
104000226,,1,10,18,27,31
104000227,,2,4,11,22,30
104000228,,8,9,16,31,33
104000229,,4,15,18,37,39
104000230,,2,21,23,35,37
104000231,,3,8,29,33,38
104000232,,1,3,25,29,32
104000233,,5,12,15,29,32
104000234,,9,19,21,22,36
104000235,,2,7,19,21,39
104000236,,1,4,13,20,35
104000237,,2,13,25,26,31
104000238,,7,8,14,17,34
104000239,,3,14,17,19,24
104000240,,7,11,28,36,38
104000241,,10,15,33,34,39
104000242,,7,10,12,26,39
104000243,,19,27,28,30,39
104000244,,10,20,25,37,39
104000245,,8,14,22,31,39
104000246,,2,4,10,22,36
104000247,,10,12,20,23,31
104000248,,22,31,32,33,39
104000249,,3,19,25,37,39
104000250,,10,22,24,34,37
104000251,,1,7,23,25,28
104000252,,1,6,19,23,25
104000253,,14,15,22,30,33
104000254,,8,11,19,23,39
104000255,,6,15,18,21,37
104000256,,1,6,15,16,36
104000257,,9,13,21,28,32
104000258,,8,12,14,21,39
104000259,,7,20,24,26,27
104000260,,4,25,28,29,35
104000261,,1,4,9,16,31
104000262,,3,7,22,33,34
104000263,,4,27,37,38,39
104000264,,18,19,25,31,37
104000265,,6,11,23,32,38
104000266,,3,18,22,27,35
104000267,,3,13,14,25,37
104000268,,1,11,17,20,38
104000269,,2,3,11,31,39
104000270,,1,6,15,22,33
104000271,,8,10,11,13,21
104000272,,9,11,13,26,30
104000273,,1,5,7,21,29
104000274,,1,8,15,25,31
104000275,,10,11,13,23,25
104000276,,2,11,12,16,31
104000277,,8,13,27,33,39
104000278,,3,4,17,32,34
104000279,,9,12,15,22,35
104000280,,4,13,22,25,34
104000281,,3,9,10,35,37
104000282,,2,6,9,19,22
104000283,,2,3,10,20,27
104000284,,13,20,21,30,39
104000285,,3,10,12,28,37
104000286,,6,13,15,19,34
104000287,,4,14,19,20,23
104000288,,6,8,16,33,37
104000289,,5,10,12,21,24
104000290,,6,10,19,28,34
104000291,,11,12,14,36,38
104000292,,10,21,30,34,38
104000293,,14,24,27,36,39
104000294,,2,16,21,22,23
104000295,,5,8,32,36,38
104000296,,10,23,24,26,37
104000297,,4,7,8,28,39
104000298,,1,5,17,26,34
104000299,,7,28,30,36,38
104000300,,13,18,21,30,36
104000301,,1,15,26,34,37
104000302,,4,7,18,30,34
104000303,,1,13,20,22,32
104000304,,7,10,14,15,23
104000305,,4,8,16,31,34
104000306,,1,3,11,23,39
104000307,,9,14,21,26,28
104000308,,16,22,26,30,32
104000309,,1,8,19,20,24
104000310,,3,5,23,34,37
104000311,,10,17,22,38,39
104000312,,9,14,26,34,35
104000313,,7,18,22,35,38
105000001,,1,2,14,15,16
105000002,,9,17,25,28,29
105000003,,3,6,7,12,15
105000004,,19,20,24,36,37
105000005,,3,5,25,31,36
105000006,,2,4,8,9,23
105000007,,6,10,25,28,31
105000008,,5,7,16,18,29
105000009,,9,14,24,25,38
105000010,,4,17,23,31,39
105000011,,2,13,20,24,39
105000012,,6,11,23,24,35
105000013,,1,4,5,8,37
105000014,,5,20,26,31,36
105000015,,4,12,16,18,23
105000016,,4,5,8,21,34
105000017,,12,16,18,21,24
105000018,,1,8,16,21,37
105000019,,3,18,27,31,35
105000020,,6,9,10,18,37
105000021,,11,16,23,29,30
105000022,,7,9,18,19,33
105000023,,4,9,10,19,36
105000024,,5,7,13,27,29
105000025,,6,8,20,29,32
105000026,,4,5,20,21,29
105000027,,15,17,21,23,35
105000028,,2,6,15,20,38
105000029,,6,7,17,35,39
105000030,,17,18,26,29,36
105000031,,15,31,32,34,35
105000032,,1,13,20,37,39
105000033,,8,21,24,28,33
105000034,,2,10,34,35,38
105000035,,7,8,12,35,36
105000036,,11,17,27,30,33
105000037,,10,14,17,30,39
105000038,,1,2,15,17,25
105000039,,5,6,30,33,39
105000040,,25,30,33,34,35
105000041,,6,16,20,34,37
105000042,,18,22,27,36,38
105000043,,2,3,8,25,32
105000044,,1,3,4,27,38
105000045,,14,17,33,34,36
105000046,,2,17,27,28,31
105000047,,10,12,20,23,35
105000048,,14,20,34,36,37
105000049,,3,10,15,25,28
105000050,,5,6,9,18,20
105000051,,2,4,9,26,36
105000052,,13,18,21,22,30
105000053,,1,9,13,27,31
105000054,,5,14,18,22,23
105000055,,6,8,15,29,37
105000056,,1,10,16,22,39
105000057,,3,6,14,20,26
105000058,,3,29,30,32,38
105000059,,5,13,36,38,39
105000060,,22,27,30,31,34
105000061,,2,16,25,28,33
105000062,,23,26,30,35,37
105000063,,11,15,25,28,33
105000064,,15,26,32,38,39
105000065,,28,30,32,33,38
105000066,,6,27,28,32,37
105000067,,6,10,20,23,35
105000068,,6,7,22,29,39
105000069,,3,6,8,14,18
105000070,,2,12,14,29,32
105000071,,2,7,17,19,27
105000072,,1,7,10,35,37
105000073,,12,14,18,22,30
105000074,,5,8,9,15,17
105000075,,3,10,19,28,32
105000076,,2,3,9,20,30
105000077,,2,4,5,27,33
105000078,,11,12,25,33,36
105000079,,2,19,20,24,25
105000080,,7,12,15,21,22
105000081,,5,18,32,38,39
105000082,,20,21,22,23,34
105000083,,4,6,9,11,35
105000084,,4,13,23,25,29
105000085,,1,13,18,19,21
105000086,,8,10,16,35,38
105000087,,1,6,18,24,32
105000088,,2,15,16,19,31
105000089,,3,5,17,18,24
105000090,,11,15,31,32,39
105000091,,5,14,15,22,36
105000092,,7,8,11,25,38
105000093,,6,7,9,20,33
105000094,,1,13,17,21,25
105000095,,9,16,19,28,34
105000096,,2,7,10,20,23
105000097,,5,6,8,23,33
105000098,,5,21,28,37,38
105000099,,1,22,27,29,30
105000100,,1,3,19,28,37
105000101,,3,5,11,14,34
105000102,,9,10,20,22,28
105000103,,7,15,21,22,38
105000104,,10,13,22,29,30
105000105,,8,13,16,21,36
105000106,,1,5,7,9,11
105000107,,8,13,17,31,32
105000108,,2,11,29,34,38
105000109,,19,22,35,36,38
105000110,,4,20,24,25,35
105000111,,1,4,17,18,24
105000112,,13,28,33,36,39
105000113,,2,7,27,33,38
105000114,,8,12,21,27,33
105000115,,3,5,21,26,29
105000116,,14,15,18,23,34
105000117,,14,17,27,28,34
105000118,,7,8,9,27,33
105000119,,9,16,19,25,26
105000120,,7,21,24,34,39
105000121,,4,9,23,31,36
105000122,,10,22,26,35,38
105000123,,14,17,27,32,36
105000124,,15,17,25,33,34
105000125,,1,4,13,32,33
105000126,,4,11,21,24,28
105000127,,2,5,8,10,22
105000128,,15,25,31,35,36
105000129,,3,9,17,26,27
105000130,,1,4,10,17,38
105000131,,15,16,21,23,39
105000132,,2,5,8,9,24
105000133,,7,25,27,28,35
105000134,,9,11,16,20,28
105000135,,4,5,13,15,37
105000136,,15,20,25,29,35
105000137,,7,15,23,31,34
105000138,,6,11,17,33,36
105000139,,18,21,26,30,33
105000140,,1,25,29,31,35
105000141,,2,5,6,9,10
105000142,,2,6,17,21,23
105000143,,5,16,31,35,38
105000144,,1,3,14,16,25
105000145,,7,12,18,22,33
105000146,,15,20,23,36,38
105000147,,17,18,25,28,37
105000148,,6,14,21,32,34
105000149,,4,11,16,31,32
105000150,,9,10,11,12,15
105000151,,5,10,11,16,23
105000152,,10,16,18,28,29
105000153,,13,26,29,31,33
105000154,,3,5,7,20,29
105000155,,4,10,13,31,38
105000156,,4,15,18,32,38
105000157,,7,14,25,27,36
105000158,,3,15,20,28,37
105000159,,9,28,32,36,37
105000160,,9,10,17,19,25
105000161,,8,11,31,32,34
105000162,,9,17,19,25,27
105000163,,24,25,26,29,32
105000164,,10,12,17,21,27
105000165,,8,9,11,20,35
105000166,,5,22,30,37,39
105000167,,1,2,5,17,25
105000168,,1,25,29,34,39
105000169,,7,16,25,32,33
105000170,,9,10,17,34,39
105000171,,6,19,25,28,38
105000172,,11,12,21,23,38
105000173,,1,11,15,27,33
105000174,,2,22,30,33,36
105000175,,2,4,10,18,30
105000176,,2,7,9,10,12
105000177,,8,14,22,25,27
105000178,,1,9,10,27,39
105000179,,2,14,21,32,34
105000180,,2,3,9,26,31
105000181,,3,27,32,35,39
105000182,,11,17,19,23,29
105000183,,5,9,22,23,38
105000184,,5,10,22,23,31
105000185,,11,22,25,32,36
105000186,,12,16,19,25,31
105000187,,3,11,24,35,36
105000188,,1,2,3,11,34
105000189,,3,12,30,36,37
105000190,,5,11,19,27,29
105000191,,14,15,28,29,30
105000192,,2,11,14,21,34
105000193,,4,9,18,26,34
105000194,,4,6,12,16,39
105000195,,16,24,29,30,36
105000196,,2,4,20,28,32
105000197,,11,13,18,19,39
105000198,,20,21,24,28,39
105000199,,4,11,13,20,35
105000200,,1,5,17,28,32
105000201,,4,9,15,22,27
105000202,,5,21,24,25,27
105000203,,1,13,35,38,39
105000204,,1,12,13,22,29
105000205,,7,10,18,35,36
105000206,,2,25,28,34,35
105000207,,10,13,17,28,36
105000208,,8,15,16,21,26
105000209,,8,9,17,21,37
105000210,,5,7,11,16,26
105000211,,4,5,6,19,30
105000212,,8,14,18,23,30
105000213,,8,11,28,30,33
105000214,,4,20,30,32,35
105000215,,2,14,15,27,37
105000216,,2,7,26,32,37
105000217,,11,16,18,23,30
105000218,,11,17,25,31,37
105000219,,6,12,21,26,29
105000220,,4,10,26,31,32
105000221,,11,15,16,29,38
105000222,,7,19,21,25,35
105000223,,6,8,12,13,29
105000224,,2,4,12,17,22
105000225,,7,16,18,24,35
105000226,,4,21,25,37,39
105000227,,5,9,11,20,29
105000228,,4,10,17,25,31
105000229,,5,8,9,20,24
105000230,,4,20,25,27,33
105000231,,10,14,20,31,32
105000232,,7,11,12,18,38
105000233,,10,11,14,27,38
105000234,,6,10,12,16,23
105000235,,18,20,32,34,35
105000236,,3,10,12,15,19
105000237,,4,17,19,24,30
105000238,,12,21,28,35,39
105000239,,9,15,22,27,32
105000240,,1,17,25,26,35
105000241,,6,8,15,16,19
105000242,,7,15,22,27,37
105000243,,16,20,31,35,38
105000244,,8,13,26,35,36
105000245,,2,7,21,22,35
105000246,,4,11,17,22,24
105000247,,2,12,15,21,22
105000248,,7,21,22,31,32
105000249,,9,11,27,34,39
105000250,,7,17,22,35,39
105000251,,3,15,17,22,27
105000252,,5,19,25,33,37
105000253,,3,15,28,33,34
105000254,,13,16,31,36,37
105000255,,8,10,19,27,31
105000256,,3,9,12,26,29
105000257,,1,10,25,32,34
105000258,,16,23,27,33,39
105000259,,12,20,28,30,32
105000260,,11,15,19,21,28
105000261,,1,3,13,17,31
105000262,,2,15,22,27,32
105000263,,17,28,29,36,38
105000264,,3,6,9,14,39
105000265,,31,32,34,37,38
105000266,,3,15,18,22,38
105000267,,10,22,30,32,34
105000268,,4,13,17,26,36
105000269,,1,7,12,26,32
105000270,,3,5,9,17,35
105000271,,5,8,13,15,20
105000272,,10,12,15,29,32
105000273,,2,16,19,25,29
105000274,,13,19,28,32,37
105000275,,5,12,23,29,33
105000276,,6,16,23,25,26
105000277,,1,13,20,24,33
105000278,,5,12,16,20,37
105000279,,8,16,17,22,30
105000280,,4,5,20,25,34
105000281,,2,8,16,20,29
105000282,,10,16,20,25,38
105000283,,7,12,17,22,31
105000284,,1,12,24,34,37
105000285,,8,9,18,19,36
105000286,,5,12,17,19,34
105000287,,4,14,22,25,33
105000288,,1,4,7,14,30
105000289,,16,17,32,33,36
105000290,,7,9,16,20,22
105000291,,7,8,13,21,39
105000292,,6,12,21,24,32
105000293,,7,12,17,18,31
105000294,,1,7,9,13,16
105000295,,5,22,24,32,33
105000296,,1,8,26,37,38
105000297,,2,8,18,22,39
105000298,,2,6,17,20,38
105000299,,8,15,34,36,37
105000300,,17,19,20,25,35
105000301,,2,10,13,20,39
105000302,,1,6,8,15,20
105000303,,2,12,17,23,33
105000304,,11,15,18,28,34
105000305,,2,3,8,19,27
105000306,,7,18,22,24,30
105000307,,6,8,20,32,37
105000308,,9,11,15,17,18
105000309,,3,6,7,29,30
105000310,,16,19,28,30,31
105000311,,9,12,18,20,26
105000312,,15,25,30,37,39
105000313,,11,13,29,36,38
105000314,,14,18,21,26,34
106000001,,6,10,14,15,22
106000002,,2,8,13,21,29
106000003,,7,9,11,22,37
106000004,,24,25,26,27,33
106000005,,2,6,11,12,38
106000006,,8,12,14,18,35
106000007,,9,16,24,27,30
106000008,,4,9,20,31,33
106000009,,7,9,10,15,24
106000010,,11,20,22,31,34
106000011,,4,18,22,24,34
106000012,,5,6,7,14,27
106000013,,4,5,23,30,33
106000014,,16,18,19,28,33
106000015,,9,20,21,36,37
106000016,,2,11,17,26,29
106000017,,8,11,26,35,36
106000018,,8,15,17,21,33
106000019,,4,13,26,30,37
106000020,,26,28,31,33,34
106000021,,7,8,18,26,29
106000022,,5,23,29,31,36
106000023,,1,3,6,12,37
106000024,,7,8,10,29,39
106000025,,4,8,11,22,37
106000026,,1,6,8,9,18
106000027,,7,13,15,17,25
106000028,,4,5,20,30,32
106000029,,18,19,25,27,36
106000030,,3,7,8,9,35
106000031,,10,24,26,29,36
106000032,,1,8,11,24,34
106000033,,6,8,24,38,39
106000034,,2,3,17,29,38
106000035,,5,17,22,27,32
106000036,,2,15,17,20,25
106000037,,5,8,15,20,21
106000038,,1,7,9,14,20
106000039,,18,20,26,27,32
106000040,,2,3,16,23,34
106000041,,2,8,10,18,31
106000042,,4,6,9,16,37
106000043,,2,15,23,29,34
106000044,,12,16,25,26,28
106000045,,7,17,23,30,37
106000046,,4,6,12,14,38
106000047,,6,28,31,33,35
106000048,,7,14,17,24,38
106000049,,4,25,27,34,37
106000050,,4,12,14,16,17
106000051,,1,9,20,34,35
106000052,,13,20,29,32,36
106000053,,7,9,19,21,22
106000054,,10,11,24,28,29
106000055,,10,11,12,13,28
106000056,,3,9,11,33,34
106000057,,7,8,19,24,28
106000058,,2,6,23,26,38
106000059,,8,10,12,30,34
106000060,,1,18,25,27,32
106000061,,5,12,23,28,33
106000062,,4,12,22,29,35
106000063,,17,21,31,33,35
106000064,,2,4,32,34,37
106000065,,1,8,14,15,38
106000066,,5,7,10,25,38
106000067,,1,18,27,29,39
106000068,,6,24,31,34,36
106000069,,3,6,8,9,27
106000070,,10,26,29,36,39
106000071,,6,11,15,32,35
106000072,,8,27,30,35,38
106000073,,2,11,15,19,27
106000074,,4,13,16,27,38
106000075,,5,8,19,23,24
106000076,,3,4,20,30,39
106000077,,17,18,19,22,39
106000078,,5,7,21,24,27
106000079,,8,19,21,23,35
106000080,,25,26,27,29,36
106000081,,12,15,19,20,30
106000082,,6,9,21,35,36
106000083,,7,20,23,25,32
106000084,,16,21,26,36,39
106000085,,15,22,23,27,32
106000086,,15,21,25,38,39
106000087,,3,23,25,27,34
106000088,,10,29,30,35,38
106000089,,2,19,21,32,36
106000090,,15,19,22,24,28
106000091,,10,11,14,26,31
106000092,,9,18,23,30,34
106000093,,4,9,11,22,35
106000094,,17,21,35,36,37
106000095,,15,19,23,30,34
106000096,,1,11,16,35,38
106000097,,3,29,34,35,39
106000098,,1,9,12,16,31
106000099,,3,13,18,34,35
106000100,,6,8,11,26,38
106000101,,15,16,22,32,35
106000102,,11,16,22,31,33
106000103,,16,24,31,33,36
106000104,,4,11,16,19,33
106000105,,7,18,22,26,35
106000106,,11,16,22,23,38
106000107,,4,11,14,20,21
106000108,,5,7,16,35,36
106000109,,22,24,35,36,38
106000110,,2,8,19,27,33
106000111,,5,6,27,34,39
106000112,,4,7,26,27,33
106000113,,2,7,15,38,39
106000114,,6,13,14,22,38
106000115,,2,9,16,25,34
106000116,,4,11,13,23,31
106000117,,15,17,28,29,30
106000118,,5,7,12,32,36
106000119,,6,9,10,24,25
106000120,,10,17,20,22,29
106000121,,2,3,12,16,27
106000122,,8,12,25,27,31
106000123,,7,9,21,25,36
106000124,,2,5,30,36,37
106000125,,4,11,25,27,32
106000126,,9,25,31,33,34
106000127,,22,26,30,36,38
106000128,,10,11,20,35,39
106000129,,1,5,8,28,33
106000130,,6,10,14,17,34
106000131,,3,5,7,22,26
106000132,,6,14,19,25,39
106000133,,1,16,19,26,28
106000134,,8,23,25,29,33
106000135,,15,19,29,30,33
106000136,,12,14,19,23,26
106000137,,4,7,31,38,39
106000138,,14,16,26,27,28
106000139,,6,11,12,19,22
106000140,,1,2,9,20,22
106000141,,3,6,25,30,37
106000142,,2,11,16,25,38
106000143,,17,28,31,34,37
106000144,,4,15,17,26,39
106000145,,13,31,33,34,39
106000146,,14,16,21,35,39
106000147,,4,10,18,20,26
106000148,,3,22,24,26,32
106000149,,4,6,7,19,29
106000150,,5,7,19,27,31
106000151,,4,5,19,23,26
106000152,,12,14,17,19,21
106000153,,2,13,34,36,37
106000154,,18,21,25,27,31
106000155,,5,11,28,30,35
106000156,,7,8,15,21,25
106000157,,11,17,20,32,36
106000158,,12,15,19,29,36
106000159,,8,10,12,32,34
106000160,,3,16,21,26,36
106000161,,2,15,16,18,25
106000162,,4,9,14,22,26
106000163,,4,13,19,20,24
106000164,,5,14,20,25,36
106000165,,3,5,29,36,37
106000166,,7,14,21,35,37
106000167,,15,16,23,28,32
106000168,,2,5,14,32,33
106000169,,8,10,14,23,36
106000170,,1,9,33,37,39
106000171,,4,20,22,29,33
106000172,,6,10,15,23,30
106000173,,2,5,22,31,37
106000174,,9,11,24,30,34
106000175,,2,16,19,24,27
106000176,,9,24,27,28,29
106000177,,11,20,27,29,37
106000178,,3,14,20,34,38
106000179,,16,25,35,37,38
106000180,,5,18,30,33,36
106000181,,8,13,17,35,37
106000182,,11,13,16,17,21
106000183,,13,15,17,18,21
106000184,,27,30,32,35,38
106000185,,8,14,20,33,38
106000186,,5,10,18,26,28
106000187,,3,10,12,13,38
106000188,,4,8,17,29,36
106000189,,9,12,29,30,32
106000190,,12,14,23,26,36
106000191,,2,3,10,20,30
106000192,,2,20,23,28,30
106000193,,14,18,25,26,32
106000194,,4,13,17,33,39
106000195,,2,4,7,18,36
106000196,,1,8,15,20,37
106000197,,6,8,16,28,29
106000198,,9,13,23,29,34
106000199,,8,12,15,35,36
106000200,,7,24,31,34,35
106000201,,26,30,31,32,38
106000202,,19,27,29,31,32
106000203,,11,16,27,33,36
106000204,,6,9,12,25,35
106000205,,7,11,14,32,34
106000206,,3,21,22,30,38
106000207,,12,17,21,30,38
106000208,,1,8,12,38,39
106000209,,5,15,19,23,24
106000210,,4,10,18,19,37
106000211,,5,21,27,29,34
106000212,,5,6,7,36,38
106000213,,5,8,28,33,35
106000214,,12,13,27,30,31
106000215,,5,10,15,33,36
106000216,,5,19,24,25,31
106000217,,1,3,26,28,37
106000218,,9,10,17,22,26
106000219,,11,28,30,31,39
106000220,,16,17,21,30,32
106000221,,4,7,12,28,35
106000222,,2,4,21,28,35
106000223,,3,25,32,33,34
106000224,,4,6,7,8,31
106000225,,7,19,25,37,38
106000226,,4,5,8,10,37
106000227,,4,10,12,16,21
106000228,,6,7,18,32,37
106000229,,3,8,18,27,36
106000230,,2,15,24,25,30
106000231,,10,29,30,31,35
106000232,,4,23,26,32,33
106000233,,2,4,8,13,23
106000234,,1,4,6,27,38
106000235,,8,15,18,19,25
106000236,,11,14,16,21,30
106000237,,6,11,17,26,32
106000238,,17,19,21,24,37
106000239,,3,11,28,29,33
106000240,,5,20,26,29,34
106000241,,5,7,10,14,15
106000242,,13,21,28,37,38
106000243,,8,17,19,20,30
106000244,,23,26,28,32,36
106000245,,7,15,24,34,37
106000246,,2,13,35,36,39
106000247,,22,28,30,35,38
106000248,,6,24,31,32,35
106000249,,6,9,18,31,32
106000250,,16,20,28,33,34
106000251,,2,7,16,29,33
106000252,,12,17,26,27,34
106000253,,3,11,25,30,36
106000254,,8,14,15,20,25
106000255,,3,17,23,27,31
106000256,,13,17,18,27,35
106000257,,2,3,7,19,22
106000258,,2,10,12,14,21
106000259,,2,15,21,31,36
106000260,,1,3,5,9,37
106000261,,1,13,18,35,38
106000262,,2,5,10,19,38
106000263,,4,12,13,28,36
106000264,,4,6,11,22,28
106000265,,17,20,23,24,28
106000266,,3,6,13,25,29
106000267,,5,13,19,20,21
106000268,,2,14,18,31,37
106000269,,9,16,19,22,29
106000270,,9,21,24,28,32
106000271,,2,5,8,14,25
106000272,,1,2,14,20,37
106000273,,2,11,15,26,33
106000274,,8,26,31,33,38
106000275,,5,11,12,24,29
106000276,,13,14,20,29,34
106000277,,17,24,27,30,34
106000278,,1,6,7,18,36
106000279,,17,21,24,30,33
106000280,,4,17,22,26,27
106000281,,7,11,22,26,37
106000282,,8,9,22,31,36
106000283,,1,5,23,35,38
106000284,,5,16,21,24,25
106000285,,4,13,14,16,29
106000286,,1,22,30,31,39
106000287,,11,21,23,24,25
106000288,,3,5,17,23,37
106000289,,8,17,18,24,39
106000290,,2,20,21,29,34
106000291,,4,19,20,28,34
106000292,,6,8,10,19,38
106000293,,4,5,10,22,30
106000294,,9,17,34,35,39
106000295,,16,17,18,28,34
106000296,,6,9,21,23,39
106000297,,11,12,21,22,33
106000298,,8,19,25,26,38
106000299,,14,27,30,36,37
106000300,,14,19,29,30,37
106000301,,1,3,7,18,34
106000302,,4,8,11,25,27
106000303,,7,10,18,34,38
106000304,,3,18,24,28,32
106000305,,1,6,14,29,34
106000306,,15,19,21,24,30
106000307,,5,11,21,33,38
106000308,,7,11,17,18,35
106000309,,3,30,34,35,37
106000310,,7,10,20,33,39
106000311,,4,8,10,15,30
106000312,,5,18,20,35,36
107000001,,1,14,18,19,24
107000002,,2,7,9,12,39
107000003,,2,3,6,10,18
107000004,,10,14,21,25,26
107000005,,4,8,12,17,30
107000006,,4,7,13,31,39
107000007,,2,22,28,32,34
107000008,,1,23,26,28,36
107000009,,2,6,7,13,32
107000010,,3,7,11,12,29
107000011,,1,6,11,16,37
107000012,,6,9,13,27,34
107000013,,5,6,9,15,36
107000014,,7,12,13,15,23
107000015,,7,9,12,25,26
107000016,,8,23,29,35,37
107000017,,3,5,14,15,20
107000018,,12,23,25,26,28
107000019,,14,23,32,34,35
107000020,,1,4,7,29,33
107000021,,23,27,30,36,37
107000022,,6,7,14,22,36
107000023,,2,17,19,24,27
107000024,,3,23,29,34,39
107000025,,19,22,24,31,37
107000026,,8,10,15,17,31
107000027,,1,2,13,22,39
107000028,,13,15,20,22,37
107000029,,1,10,13,16,20
107000030,,12,21,24,31,34
107000031,,5,17,22,23,24
107000032,,10,12,17,24,35
107000033,,3,25,26,30,31
107000034,,1,5,24,30,34
107000035,,5,7,31,32,39
107000036,,14,17,19,21,39
107000037,,4,11,14,16,28
107000038,,10,19,20,23,33
107000039,,2,7,12,17,39
107000040,,2,5,11,18,28
107000041,,1,2,8,18,31
107000042,,1,3,13,24,38
107000043,,7,13,25,33,38
107000044,,2,6,8,23,36
107000045,,3,13,27,28,34
107000046,,1,6,14,18,24
107000047,,2,5,15,17,31
107000048,,4,9,25,26,32
107000049,,7,12,33,35,37
107000050,,9,12,14,17,32
107000051,,2,14,25,31,36
107000052,,4,8,20,31,39
107000053,,10,22,25,27,37
107000054,,5,14,16,27,36
107000055,,15,24,27,30,35
107000056,,11,14,24,27,32
107000057,,1,8,15,32,39
107000058,,10,15,24,29,38
107000059,,1,13,18,25,29
107000060,,6,7,11,14,27
107000061,,1,2,8,33,35
107000062,,4,6,9,33,36
107000063,,2,21,25,30,31
107000064,,2,4,22,30,32
107000065,,2,15,16,28,37
107000066,,8,14,26,36,39
107000067,,7,16,19,36,37
107000068,,7,8,25,29,32
107000069,,5,8,22,26,36
107000070,,4,6,11,31,36
107000071,,6,21,33,34,38
107000072,,2,14,17,23,24
107000073,,2,7,23,32,39
107000074,,1,6,14,35,38
107000075,,15,23,25,30,36
107000076,,13,19,23,28,31
107000077,,9,14,21,32,33
107000078,,4,9,19,27,28
107000079,,8,14,18,23,32
107000080,,6,8,10,21,32
107000081,,7,20,23,26,38
107000082,,12,16,27,31,37
107000083,,1,15,21,35,38
107000084,,5,6,7,10,20
107000085,,12,27,32,34,36
107000086,,7,13,25,28,32
107000087,,8,16,27,29,30
107000088,,3,10,14,20,23
107000089,,2,8,22,27,39
107000090,,9,22,32,34,39
107000091,,5,7,8,21,22
107000092,,1,7,13,30,32
107000093,,12,16,29,30,39
107000094,,1,6,18,21,39
107000095,,12,23,24,25,39
107000096,,4,12,13,15,37
